"date","event","observed_cloud","color","quality","sky_condition","case_url"
"2025-05-28","日落","高层云,卷层云","橘黄色,橘色,橘红色","中到大烧","乳状卷层云,乳状高层云","http://t.cn/A6genUu0
http://t.cn/A6gD4kmD
https://weibo.com/1884786160/PtWsvnEfc
https://weibo.com/2021684057/PtWnRDp9d
https://weibo.com/1760816882/PtWpf2oZW
https://weibo.com/5093898271/PtWgRxFek
https://weibo.com/5171995572/PtWiugeDQ
https://weibo.com/2418443485/PtWgEugj3
https://weibo.com/1881846860/PtWaRv6Oo
https://weibo.com/7612166895/PtWeCm2Kd
https://weibo.com/1977642293/PtWCW0s2b
https://weibo.com/3169896264/PtWDou1ss
https://weibo.com/7151180573/PtWGP2bqr
https://weibo.com/1921554124/PtWGQuCeZ
https://weibo.com/2127754731/Pu3UbauZZ"
"2025-06-03","日落","高积云","橘红色,红色","小烧","-","-"
"2025-06-04","日落","高积云","橘红色","小到中烧","-","https://weibo.com/7612166895/Pv0DLpGSk"
"2025-06-05","日落","高积云","橘色,橘红色","小到中烧","-","https://weibo.com/3414842820/Pv9CKaWOW
https://weibo.com/2110612330/Pv9FgsCan
https://weibo.com/1884786160/Pv9R79TU8
http://t.cn/A6etgaTA"
"2025-06-06","日出","高积云","橘色,橘黄色","小到中烧","-","-"
"2025-06-09","日落","高层云,高积云","橘黄色,橘色","基本不烧","降水线高层云,幡状高积云","-"
"2025-06-13","日落","卷云,高积云","橘黄色,橘色,橘红色","小到中烧","密卷云","-"
"2025-06-15","日出","高积云,高层云,卷云","橘红色,橘色,橘黄色","小到中烧","彩虹,降水线高层云,复高积云","https://weibo.com/5214012093/PwAIcg1BY
https://weibo.com/1632542437/PwF1UBxed"
"2025-06-19","日出","卷云,卷层云","红色,橘红色","小烧","密卷云,乳状卷云","-"
"2025-06-20","日出","高层云","红色","小烧","-","-"
"2025-06-25","日出","卷云","红色,橘红色,橘色","中到大烧","密卷云","http://t.cn/A6DGKhAp
https://weibo.com/5214012093/Py6OwbuoY"
"2025-06-26","日出","卷云","橘色","小烧","-","-"
"2025-06-26","日落","卷云,高积云","橘色,橘红色,红色","小到中烧","曙暮光条","-"
"2025-06-27","日出","卷层云","橘色,橘黄色","小到中烧","-","https://www.xiaohongshu.com/explore/685ddf19000000002201f42b?app_platform=android&ignoreEngage=true&app_version=8.87.6&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBze8Zwt3Ml1EXtOrifc23GQ1jpG6fvYdYyiMpchI0rt8=&author_share=1&xhsshare=WeixinSession&shareRedId=N0w4QUdHO0o2NzUyOTgwNjY0OTc8N0o-&apptime=1750982747&share_id=cf3fc28f8d5f4685afd4d63567d0c6c1&share_channel=wechat"
"2025-06-27","日落","高积云,高层云,卷云,云砧","橘色,橘红色,红色","中到大烧","红虹,降水线高层云,幡状高积云,曙暮光条","https://weibo.com/5093898271/Pyvd47jMf
https://weibo.com/3974864604/PyvbSjgKb
https://weibo.com/2021684057/Pyv6ysDcH
https://weibo.com/5171995572/PyvekfB70
https://weibo.com/2110612330/PyvizuhBT
https://weibo.com/5457142637/PyvnjcsFV
https://weibo.com/5214012093/PyvpXtWov
https://weibo.com/6132440044/PywqBF7H8
https://weibo.com/1196209710/Pyw8hgRA4
http://t.cn/A6Di8us4"
"2025-06-28","日落","积雨云,云砧,高积云","橘色,橘红色","小到中烧","曙暮光条","https://weibo.com/1776068247/PyF2vldI4
https://weibo.com/1079610644/PyEAanEZW
https://weibo.com/5619878584/PyFnFloFD"
"2025-06-30","日出","高积云,卷云","红色,橘红色,橘色,橘黄色","中到大烧","幡状高积云","https://weibo.com/1632542437/PySqR6pPd
http://t.cn/A6D9HDKv
https://weibo.com/7437925927/PySJ7cBDE
http://t.cn/A6D9Xu4b
https://weibo.com/5231160030/PyS9teB0R
https://weibo.com/2816822382/PyS6LrssF
https://weibo.com/5214012093/PyS6s5eix
https://weibo.com/3764291665/PyS4Fm4zm
http://t.cn/A6D9iquN
http://t.cn/A6DC9f9j
https://weibo.com/1806916195/PyRZPrG08
https://weibo.com/5862015627/PyRYJbaD1
http://t.cn/A6DR4EKi"
"2025-06-30","日落","云砧","橘色,橘红色","小到中烧","-","https://weibo.com/5991791324/PyXlQe1ah
https://weibo.com/3414842820/PyXmWjwyU
https://weibo.com/1632542437/PyXWJktEN
https://weibo.com/1196209710/PyYcYazt5
https://weibo.com/1427936975/PyYhwonBI
https://weibo.com/5214012093/PyYnrylKV
https://weibo.com/7933280757/PyYrbdkro
https://weibo.com/3974864604/PyXwflVyh"
"2025-07-01","日出","高积云,卷云","红色,橘红色,橘色,橘黄色","小到中烧","航迹云","-"
"2025-07-02","日出","卷云,卷层云","红色,橘红色,橘色","中到大烧","密卷云","https://weibo.com/5214012093/PzcpEoRAg
https://weibo.com/6252493769/PzcAIFzrl
https://weibo.com/1883437194/PzcCprSxe
https://weibo.com/1883437194/Pzd7n6Mi4
https://weibo.com/1678199323/PzdiLqPyR
https://weibo.com/1801524724/PzdtRldTq
https://weibo.com/1757792085/PzbIuAbuS
https://weibo.com/5362729106/PzaHu3gQk
https://weibo.com/2110612330/PzaIczKVz
https://weibo.com/5862015627/PzaIFzsTY
https://weibo.com/6610641827/PzaZOsC6W
https://weibo.com/5735853147/PzbBWmDq9
https://weibo.com/2816822382/PzbJKmtLF
https://weibo.com/7838180821/PzbQhz6qB
http://t.cn/A6DjQrGw
https://weibo.com/7437925927/PzcgDDkTm
https://weibo.com/1632542437/Pzc2D3Fmm
http://t.cn/A6DToQrc
https://weibo.com/1211871433/Pzi6Cxh8N
https://weibo.com/7694757583/Pzncs4FwW
https://weibo.com/2101665625/PzhHNAN4A"
"2025-07-02","日落","卷云,卷层云","橘黄色,橘色,橘红色","小到中烧","密卷云,乳状卷云,航迹云,曙暮光条","https://weibo.com/3414842820/PzgjzrG0y
https://weibo.com/5157169782/Pzgk06OIj
https://weibo.com/5171995572/PzglLsNtk
https://weibo.com/7151180573/Pzgo07quC
https://weibo.com/1619922603/PzgotD2OO
https://weibo.com/5251264967/Pzgqykn90
https://weibo.com/1632542437/PzgN41uah
https://weibo.com/1910665932/Pzokyi92m"
"2025-07-03","日出","高积云","橘红色,橘色,橘黄色","小到中烧","-","-"
"2025-07-04","日出","卷层云","橘红色,橘色,橘黄色","小烧","-","-"
"2025-07-04","日落","卷云,卷层云","橘黄色,橘色,橘红色,红色","中到大烧","-","https://weibo.com/1404621225/PzzdAfPPT
https://weibo.com/3100324687/Pzzd529jz
https://weibo.com/2282982960/Pzzb6elGz
https://weibo.com/5157169782/Pzz9vjl9G
https://weibo.com/2282982960/Pzzkf9yzc
https://weibo.com/3414842820/PzzgKnJJX
https://weibo.com/5171995572/PzzheDNzL
https://weibo.com/3967381586/Pzzi7hIaM
https://weibo.com/1211871433/PzziHghij
https://weibo.com/2685690922/PzzkJqIFR
https://weibo.com/2241380590/PzzkQCMxq
https://weibo.com/7151180573/PzzrDj7cd
https://weibo.com/1711718294/PzzLs1Wej
https://weibo.com/2418443485/PzzRct4Jp
https://weibo.com/2106081653/PzzRACoYO
http://t.cn/A6DukR4B
https://weibo.com/1632542437/PzAhpAXw9
https://weibo.com/7437925927/PzA3dBjVp
https://weibo.com/7933280757/PzAaBmGQI"
"2025-07-05","日出","卷云","橘色,橘黄色","小到中烧","-","https://www.sunsetbot.top/static/media/static_image/front/2025_milexingqiu_0705_rise_compressed.jpg"
